Original SMILES,Reconstructed SMILES
COC1=CC=C2COC(=O)C2=C1OC,COC1=CC=C2COC(=O)C2=C1OC
O=C(O)COC1=CC=C2C=CC=CC2=C1,O=C(O)COC1=CC=C2C=CC=CC2=C1
O=C1C2=C(O)C=C(O)C=C2OCC1C1=CC=C(O)C=C1O,O=C1C2=C(O)C=C(O)C=C2OCC1C1=CC=C(O)C=C1O
CCC1=CC=CC(CC)=C1N,CCC1=CC=CC(CC)=C1N
CCC=CCC1C(=O)CCC1CC(=O)O,CCC=CCC1C(=O)CCC1CC(=O)O
O=C(C=CC1=CC=C(O)C=C1)NCC(O)C1=CC=C(O)C=C1,O=C(C=CC1=CC=C(O)C=C1)NCC(O)C1=CC=C(O)C=C1
COC1=CC(C=CC(=O)NCC(O)C2=CC=C(O)C=C2)=CC=C1O,COC1=CC(C=CC(=O)NCC(O)C2=CC=C(O)C=C2)=CC=C1O
C1=CC=C(NC2=CC=C3C=CC=CC3=C2)C=C1,C1=CC=C(NC2=CC=C3C=CC=CC3=C2)C=C1
O=C(O)C1=CC(O)=C2C(=O)C3=C(O)C=CC=C3C(=O)C2=C1,O=C(O)C1=CC(O)=C2C(=O)C3=C(O)C=CC=C3C(=O)C2=C1
O=CC1=CC=CO1,O=CC1=CC=CO1
O=C1C=C(CO)OC=C1O,O=C1C=C(CO)OC=C1O
C1CCC2=NC3=C(CCCC3)N=C2C1,C1CCC2=NC3=C(CCCC3)N=C2C1
C1=CC=C2SC=NC2=C1,C1=CC=C2SC=NC2=C1
CCOP(=S)(OCC)OC1=CC(C)=NC(C(C)C)=N1,CCOP(=S)(OCC)OC1=CC(C)=NC(C(C)C)=N1
O=C1C=C(O)C2=CC=C(O)C=C2O1,O=C1C=C(O)C2=CC=C(O)C=C2O1
COC1=CC(OC)=C2C=CC(=O)OC2=C1,COC1=CC(OC)=C2C=CC(=O)OC2=C1
C=CC(CCCCC)OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,C=CC(CCCCC)OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O
CC1=CC=CC(C)=N1,CC1=CC=CC(C)=N1
CC1=C(CCO)SC=N1,CC1=C(CCO)SC=N1
CC(C)OC1=CC=C2C(=O)C(C3=CC=CC=C3)=COC2=C1,CC(C)OC1=CC=C2C(=O)C(C3=CC=CC=C3)=COC2=C1
CC(=O)OC1=CC=C2C(C)=CC(=O)OC2=C1,CC(=O)OC1=CC=C2C(C)=CC(=O)OC2=C1
CCCCCCCCCCCC1=CC(=O)C2=CC=CC=C2N1,CCCCCCCCCCCC1=CC(=O)C2=CC=CC=C2N1
COC1=CC=C2OC3=CC=CC=C3C(=O)C2=C1,COC1=CC=C2OC3=CC=CC=C3C(=O)C2=C1
COC1=CC=C(CCC2=CC(OC)=CC(=O)O2)C=C1,COC1=CC=C(CCC2=CC(OC)=CC(=O)O2)C=C1
CC1=CN=CC=N1,CC1=CN=CC=N1
CN1C=CC=C1,CN1C=CC=C1
C1=CC=C(C2=CC=NC=C2)C=C1,C1=CC=C(C2=CC=NC=C2)C=C1
CC1=CC(C)=NC(NC2=CC=CC=C2)=N1,CC1=CC(C)=NC(NC2=CC=CC=C2)=N1
NC1=CC=C(S(=O)(=O)NC2=CN=C3C=CC=CC3=N2)C=C1,NC1=CC=C(S(=O)(=O)NC2=CN=C3C=CC=CC3=N2)C=C1
NC1=CC=C2C3=CC=CC=C3NC2=N1,NC1=CC=C2C3=CC=CC=C3NC2=N1
O=C(O)C1=CC=CC(C(=O)O)=N1,O=C(O)C1=CC=CC(C(=O)O)=N1
O=C(C=CC=CC1=CC=C(O)C=C1)NC1=CC=C(O)C=C1C(=O)O,O=C(C=CC=CC1=CC=C(O)C=C1)NC1=CC=C(O)C=C1C(=O)O
CCCCC1CCCCC(=O)O1,CCCCC1CCCCC(=O)O1
O=N(O)C1=CC([As](=O)(O)O)=CC=C1O,O=N(O)C1=CC([As](=O)(O)O)=CC=C1O
COP(=S)(OC)OC1=CC=C(SC)C(C)=C1,COP(=S)(OC)OC1=CC=C(SC)C(C)=C1
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC
CC(C)NC1=NC(N)=NC(Cl)=N1,CC(C)NC1=NC(N)=NC(Cl)=N1
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1
COC1=CC=C(C(O)CNC(=O)C=CC2=CC=CC=C2)C=C1,COC1=CC=C(C(O)CNC(=O)C=CC2=CC=CC=C2)C=C1
COC1=CC=C2C(=C1OC)C(=O)OC2C1C2=C(OC)C3=C(C=C2CCN1C)OCO3,COC1=CC=C2C(=C1OC)C(=O)OC2C1C2=C(OC)C3=C(C=C2CCN1C)OCO3
COC1=CC=C2C(=C1OC)C(=O)OC2C1C2=C(OC)C3=C(C=C2CCN1C)OCO3,COC1=CC=C2C(=C1OC)C(=O)OC2C1C2=C(OC)C3=C(C=C2CCN1C)OCO3
CN1C(C2=CC=C3OCOC3=C2)=CC(=O)C2=CC=CC=C21,CN1C(C2=CC=C3OCOC3=C2)=CC(=O)C2=CC=CC=C21
CC1=CC(=O)NS(=O)(=O)O1,CC1=CC(=O)NS(=O)(=O)O1
O=C1OC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC=C2C2=C1C1=CC=C(O)C=C1O2,O=C1OC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC=C2C2=C1C1=CC=C(O)C=C1O2
CCOC(=O)C1=CC=CC=C1N,CCOC(=O)C1=CC=CC=C1N
CCCCCC1C(=O)CCC1CC(=O)O,CCCCCC1C(=O)CCC1CC(=O)O
COC1=CC(O)=C(C(=O)C=CC2=CC=CC=C2)C(OC)=C1,COC1=CC(O)=C(C(=O)C=CC2=CC=CC=C2)C(OC)=C1
CC(C)(C#N)OC1OC(CO)C(O)C(O)C1O,CC(C)(C#N)OC1OC(CO)C(O)C(O)C1O
COC1=C2CN(C)CCC2=CC2=C1OCO2,COC1=C2CN(C)CCC2=CC2=C1OCO2
COC1=CC(O)=C(C(=O)C=CC2=CC=CC=C2)C(O)=C1,COC1=CC(O)=C(C(=O)C=CC2=CC=CC=C2)C(O)=C1
CCCCCCCCCC(C)=O,CCCCCCCCCC(C)=O
CC(=O)CCC1=CC=C(O)C=C1,CC(=O)CCC1=CC=C(O)C=C1
C=CCCCCCCCCC(=O)O,C=CCCCCCCCCC(=O)O
C1=CC=C2N=CC=CC2=C1,C1=CC=C2N=CC=CC2=C1
O=C1C(O)OC2=CC=CC=C2N1O,O=C1C(O)OC2=CC=CC=C2N1O
O=C1C(OC2OC(CO)C(O)C(O)C2O)OC2=CC=CC=C2N1O,O=C1C(OC2OC(CO)C(O)C(O)C2O)OC2=CC=CC=C2N1O
OCC(O)C(O)C(O)C(O)C(O)CO,OCC(O)C(O)C(O)C(O)C(O)CO
O=C(O)CCC1=CC=CC=C1O,O=C(O)CCC1=CC=CC=C1O
COC1=CC(O)=C2C(=O)C(C3=CC=C(O)C(O)=C3)=COC2=C1,COC1=CC(O)=C2C(=O)C(C3=CC=C(O)C(O)=C3)=COC2=C1
CCCCCCCCCCCC(=O)OCC,CCCCCCCCCCCC(=O)OCC
CC(C)CC(=O)C1=C(O)C=C(O)C=C1O,CC(C)CC(=O)C1=C(O)C=C(O)C=C1O
COC1=CC(C=CC(=O)CC(=O)C=CC2=CC=C(O)C=C2)=CC=C1O,COC1=CC(C=CC(=O)CC(=O)C=CC2=CC=C(O)C=C2)=CC=C1O
COC1=CC(C2=C(OC)C(=O)C3=C(O)C(OC)=C(O)C=C3O2)=CC=C1O,COC1=CC(C2=C(OC)C(=O)C3=C(O)C(OC)=C(O)C=C3O2)=CC=C1O
CC1=CC(C(C)(C)C)=C(O)C(C(C)(C)C)=C1,CC1=CC(C(C)(C)C)=C(O)C(C(C)(C)C)=C1
COC1=CC=CC=C1C=CC=O,COC1=CC=CC=C1C=CC=O
CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCOC(=O)C1=CC(O)=C(O)C(O)=C1
CCOC(=O)CCC(=O)OCC,CCOC(=O)CCC(=O)OCC
COC1=CC(C(=O)O)=CC(OC)=C1OC,COC1=CC(C(=O)O)=CC(OC)=C1OC
CC1OC(OC2C(=O)C3=C(O)C=C(O)C=C3OC2C2=CC=C(O)C(O)=C2)C(O)C(O)C1O,CC1OC(OC2C(=O)C3=C(O)C=C(O)C=C3OC2C2=CC=C(O)C(O)=C2)C(O)C(O)C1O
NCC1=CC=CC=C1,NCC1=CC=CC=C1
CCCCCCCCCCCCCCCC1=CC=CC(O)=C1,CCCCCCCCCCCCCCCC1=CC=CC(O)=C1
O=C(C=CCCC1=CC=C2OCOC2=C1)N1CCCCC1,O=C(C=CCCC1=CC=C2OCOC2=C1)N1CCCCC1
CCCC(=O)OCC,CCCC(=O)OCC
COC1=CC(C2=CC(=O)C3=C(O)C=C(OC4OC(C(=O)O)C(O)C(O)C4O)C=C3O2)=CC(OC)=C1O,COC1=CC(C2=CC(=O)C3=C(O)C=C(OC4OC(C(=O)O)C(O)C(O)C4O)C=C3O2)=CC(OC)=C1O
CCC(C)C(N)C(=O)O,CCC(C)C(N)C(=O)O
C=C(C)C1=CC2=C(C=CC3=C2OC(=O)C=C3)O1,C=C(C)C1=CC2=C(C=CC3=C2OC(=O)C=C3)O1
COC1=C2C=CC(C)(C)OC2=CC2=C1C=CC(=O)O2,COC1=C2C=CC(C)(C)OC2=CC2=C1C=CC(=O)O2
OCCC1=CC=CC=C1,OCCC1=CC=CC=C1
N=C(O)C1=CC=CC=C1N,N=C(O)C1=CC=CC=C1N
CSCCC(N)C(=O)O,CSCCC(N)C(=O)O
COC1=CC(C2OC3=C(O)C=C(C4OC5=CC(O)=CC(O)=C5C(=O)C4O)C=C3C2CO)=CC=C1O,COC1=CC(C2OC3=C(O)C=C(C4OC5=CC(O)=CC(O)=C5C(=O)C4O)C=C3C2CO)=CC=C1O
COP(=O)(OC)OC=C(Cl)Cl,COP(=O)(OC)OC=C(Cl)Cl
COC(=O)C1=CC=CC=C1,COC(=O)C1=CC=CC=C1
COC1=CC=C(C2=COC3=CC(OC4OC(CO)C(O)C(O)C4O)=CC=C3C2=O)C=C1,COC1=CC=C(C2=COC3=CC(OC4OC(CO)C(O)C(O)C4O)=CC=C3C2=O)C=C1
COC1=CC=C(C2=COC3=CC(OC4OC(CO)C(O)C(O)C4O)=CC(O)=C3C2=O)C=C1,COC1=CC=C(C2=COC3=CC(OC4OC(CO)C(O)C(O)C4O)=CC(O)=C3C2=O)C=C1
O=C1C(C2=CC=C(O)C=C2)=COC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC=C12,O=C1C(C2=CC=C(O)C=C2)=COC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC=C12
O=C(C=CC1=CC=C(O)C(O)=C1)OC1CC(C(=O)O)=CC(O)C1O,O=C(C=CC1=CC=C(O)C(O)=C1)OC1CC(C(=O)O)=CC(O)C1O
O=C1C2=CC=C(O)C=C2OC(C2=CC=C(O)C=C2)=C1O,O=C1C2=CC=C(O)C=C2OC(C2=CC=C(O)C=C2)=C1O
COC1=CC=C(C2COC3=CC(OC)=CC=C3C2)C(O)=C1,COC1=CC=C(C2COC3=CC(OC)=CC=C3C2)C(O)=C1
COC1=CC(OC)=C(C(C)=O)C(O)=C1C,COC1=CC(OC)=C(C(C)=O)C(O)=C1C
COC1=CC2=C(C=C1C1=CC3=CC4=C(C=C3OC1=O)OC=C4)OCO2,COC1=CC2=C(C=C1C1=CC3=CC4=C(C=C3OC1=O)OC=C4)OCO2
CC(C)=CCCC(C)=CCOC1=CC=C2C=CC(=O)OC2=C1,CC(C)=CCCC(C)=CCOC1=CC=C2C=CC(=O)OC2=C1
C=CCC1=CC=C(OC)C=C1,C=CCC1=CC=C(OC)C=C1
C=CCC1=CC=C(OC(C)=O)C(OC)=C1,C=CCC1=CC=C(OC(C)=O)C(OC)=C1
COC1=CC(O)=CC2=CC3=C(C(=O)CC(C)(O)O3)C(O)=C21,COC1=CC(O)=CC2=CC3=C(C(=O)CC(C)(O)O3)C(O)=C21
CC(C)=CCC1=C(O)C=CC(C2=COC3=CC(O)=CC(O)=C3C2=O)=C1O,CC(C)=CCC1=C(O)C=CC(C2=COC3=CC(O)=CC(O)=C3C2=O)=C1O
COC1=CC(O)=C2C(=O)C(C3=CC=C(O)C=C3)=COC2=C1,COC1=CC(O)=C2C(=O)C(C3=CC=C(O)C=C3)=COC2=C1
CC(C)=CCC1=C(O)C=CC2=C1OC(=O)C=C2,CC(C)=CCC1=C(O)C=CC2=C1OC(=O)C=C2
C=CC(C)(C)C1=CC2=CC(OC)=C(OC)C=C2OC1=O,C=CC(C)(C)C1=CC2=CC(OC)=C(OC)C=C2OC1=O
CCCCCCCCCCCCCC(=O)OCC,CCCCCCCCCCCCCC(=O)OCC
NC(N)=S,NC(N)=S
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC
O=CC1=CC=CC=C1O,O=CC1=CC=CC=C1O
COC(=O)C1=CC=CC=C1O,COC(=O)C1=CC=CC=C1O
C1=CN=CC=N1,C1=CN=CC=N1
COC1=CC(C2OC(C3=CC=C(O)C(OC)=C3)C(C)C2C)=CC=C1O,COC1=CC(C2OC(C3=CC=C(O)C(OC)=C3)C(C)C2C)=CC=C1O
CCOC(=O)COC1=CC=C(C)C=C1,CCOC(=O)COC1=CC=C(C)C=C1
CC(C)=CCC1=C(O)C=C(O)C2=C1OCC(C1=CC=C(O)C=C1O)C2=O,CC(C)=CCC1=C(O)C=C(O)C2=C1OCC(C1=CC=C(O)C=C1O)C2=O
CC(C)=CCC1=C(O)C=CC2=C1OCC(C1=CC=C(O)C=C1O)C2=O,CC(C)=CCC1=C(O)C=CC2=C1OCC(C1=CC=C(O)C=C1O)C2=O
CC1=NC=CC2=C1NC1=CC(O)=CC=C12,CC1=NC=CC2=C1NC1=CC(O)=CC=C12
COC1C(O)C(O)C(O)C(O)C1O,COC1C(O)C(O)C(O)C(O)C1O
CC(=O)OC1=C(C)C(C)=C2OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CCC2=C1C,CC(=O)OC1=C(C)C(C)=C2OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CCC2=C1C
C=CC1=CC=CC=C1,C=CC1=CC=CC=C1
C1=CC=C2C=NC=CC2=C1,C1=CC=C2C=NC=CC2=C1
O=C(O)CCNC(=O)C1=CC=CC=C1,O=C(O)CCNC(=O)C1=CC=CC=C1
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC
NC(CN1C=CC=N1)C(=O)O,NC(CN1C=CC=N1)C(=O)O
COC1=CC(=O)OC(C=CC2=CC=CC=C2)=C1,COC1=CC(=O)OC(C=CC2=CC=CC=C2)=C1
CC1=CC(O)=C2C(=O)C3=C4C(=C(O)C=C3O)C3=C5C(=C(O)C=C3O)C(=O)C3=C(O)C=C(C)C6=C1C2=C4C5=C36,CC1=CC(O)=C2C(=O)C3=C4C(=C(O)C=C3O)C3=C5C(=C(O)C=C3O)C(=O)C3=C(O)C=C(C)C6=C1C2=C4C5=C36
O=C1C=CC2=CC3=C(C=C2O1)OC=C3,O=C1C=CC2=CC3=C(C=C2O1)OC=C3
CC(C)CC1N=C(O)C2CCCN2C1=O,CC(C)CC1N=C(O)C2CCCN2C1=O
O=C1C=C2C(=CCOC2O)O1,O=C1C=C2C(=CCOC2O)O1
C1CCNCC1,C1CCNCC1
COC1=C2C=COC2=C(OC)C2=C1C=CC(=O)O2,COC1=C2C=COC2=C(OC)C2=C1C=CC(=O)O2
COC1=CC=C(C=CC(=O)O)C=C1OC,COC1=CC=C(C=CC(=O)O)C=C1OC
COC1=CC2=C(C=C1O)OC(=O)C=C2,COC1=CC2=C(C=C1O)OC(=O)C=C2
O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(C2=CC(O)=C(O)C(O)=C2)OC2=CC(O)=CC(O)=C12,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(C2=CC(O)=C(O)C(O)=C2)OC2=CC(O)=CC(O)=C12
CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23
CCN=C(O)CCC(N)C(=O)O,CCN=C(O)CCC(N)C(=O)O
CSCCC(NC(=O)CCC(N)C(=O)O)C(=O)O,CSCCC(NC(=O)CCC(N)C(=O)O)C(=O)O
CC(C)=CCOC1=C2OC=CC2=CC2=C1OC(=O)C=C2,CC(C)=CCOC1=C2OC=CC2=CC2=C1OC(=O)C=C2
CCCSS(=O)CCC,CCCSS(=O)CCC
O=C1C2=CC=CC(O)=C2C(=O)C2=C(O)C=C(COC3OC(CO)C(O)C(O)C3O)C=C12,O=C1C2=CC=CC(O)=C2C(=O)C2=C(O)C=C(COC3OC(CO)C(O)C(O)C3O)C=C12
O=C1C2=CC(O)=C(O)C=C2OC2=CC(O)=C(C3OC(CO)C(O)C(O)C3O)C(O)=C12,O=C1C2=CC(O)=C(O)C=C2OC2=CC(O)=C(C3OC(CO)C(O)C(O)C3O)C(O)=C12
O=C1NSC2=CC=CC=C12,O=C1NSC2=CC=CC=C12
COC1=CC(O)=C(C(=O)CCC2=CC=CC=C2)C(O)=C1,COC1=CC(O)=C(C(=O)CCC2=CC=CC=C2)C(O)=C1
C=C(C)C1CC2=C(C=CC3=C2OC2COC4=CC(OC)=C(OC)C=C4C2C3=O)O1,C=C(C)C1CC2=C(C=CC3=C2OC2COC4=CC(OC)=C(OC)C=C4C2C3=O)O1
COC1=CC(O)=CC2=C1C(=O)C1=C(O)C=C(CO)C=C1C2=O,COC1=CC(O)=CC2=C1C(=O)C1=C(O)C=C(CO)C=C1C2=O
CCCCCCCOC(=O)C1=CC=C(O)C=C1,CCCCCCCOC(=O)C1=CC=C(O)C=C1
CC1(C)C=CC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1,CC1(C)C=CC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1
CN1C2CCCC1CC(=O)C2,CN1C2CCCC1CC(=O)C2
O=S(=O)(O)OCC1=CC=CC=C1,O=S(=O)(O)OCC1=CC=CC=C1
COC1=CC(OC)=NC2=NC(S(=O)(=O)NC3=C(Cl)C=CC(C)=C3Cl)=NN12,COC1=CC(OC)=NC2=NC(S(=O)(=O)NC3=C(Cl)C=CC(C)=C3Cl)=NN12
CC1=NN(C2=CC(NS(C)(=O)=O)=C(Cl)C=C2Cl)C(=O)N1C(F)F,CC1=NN(C2=CC(NS(C)(=O)=O)=C(Cl)C=C2Cl)C(=O)N1C(F)F
CC1=CC(C2CC2)=NC(NC2=CC=CC=C2)=N1,CC1=CC(C2CC2)=NC(NC2=CC=CC=C2)=N1
C#CCN1C(=O)COC2=CC(F)=C(N3C(=O)C4=C(CCCC4)C3=O)C=C21,C#CCN1C(=O)COC2=CC(F)=C(N3C(=O)C4=C(CCCC4)C3=O)C=C21
COC1=CC=C2C(=C1)OC(O)C(=O)N2O,COC1=CC=C2C(=C1)OC(O)C(=O)N2O
OCC1OC(OC2C(OCC3=CC=CC=C3)OC(CO)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2C(OCC3=CC=CC=C3)OC(CO)C(O)C2O)C(O)C(O)C1O
N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C1=CC=CC=C1,N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C1=CC=CC=C1
C=C(C)C1CC=C(C)C(=O)C1,C=C(C)C1CC=C(C)C(=O)C1
CC1(C)C2CC=C(CO)C1C2,CC1(C)C2CC=C(CO)C1C2
CC(C)=CCCC(C)=CCO,CC(C)=CCCC(C)=CCO
CCCCCCC=CCCCCCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCCCCCC(=O)O
CC1CCC(C(C)C)C(=O)C1,CC1CCC(C(C)C)C(=O)C1
CC1(C)C=CC2=CC(C3=COC4=CC(O)=CC(O)=C4C3=O)=CC(O)=C2O1,CC1(C)C=CC2=CC(C3=COC4=CC(O)=CC(O)=C4C3=O)=CC(O)=C2O1
CC1=NC=CC2=C1NC1=CC=CC=C12,CC1=NC=CC2=C1NC1=CC=CC=C12
COC1=CC2=C(C3=C1C1=C(C(=O)CC1)C(=O)O3)C1CCOC1O2,COC1=CC2=C(C3=C1C1=C(C(=O)CC1)C(=O)O3)C1CCOC1O2
CC(C)C1=CC(=O)C(O)=CC=C1,CC(C)C1=CC(=O)C(O)=CC=C1
CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C=C3C(=O)C2=C1,CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C=C3C(=O)C2=C1
O=C1C2=C(O)C=CC=C2C(C2OC(CO)C(O)C(O)C2O)C2=CC(CO)=CC(O)=C12,O=C1C2=C(O)C=CC=C2C(C2OC(CO)C(O)C(O)C2O)C2=CC(CO)=CC(O)=C12
O=C(O)C(O)C(=O)O,O=C(O)C(O)C(=O)O
CC(C)C1=CC=C(C(=O)O)C=C1,CC(C)C1=CC=C(C(=O)O)C=C1
CC1CCC2(NC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,CC1CCC2(NC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C
CC1=CN=C(C)C=N1,CC1=CN=C(C)C=N1
COC1=CC(O)=C(CC=C(C)C)C(O)=C1C(=O)CCC1=CC=C(O)C=C1,COC1=CC(O)=C(CC=C(C)C)C(O)=C1C(=O)CCC1=CC=C(O)C=C1
C#CCCCCCCCCCCCC(O)CC(O)CO,C#CCCCCCCCCCCCC(O)CC(O)CO
O=C1C=C(C2=CC=C(O)C(O)=C2)OC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C12,O=C1C=C(C2=CC=C(O)C(O)=C2)OC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C12
O=C(O)C1CC2=C(CN1)NC1=CC=CC=C12,O=C(O)C1CC2=C(CN1)NC1=CC=CC=C12
COC1=CC(CC2COC(=O)C2CC2=CC=C(O)C(OC)=C2)=CC=C1O,COC1=CC(CC2COC(=O)C2CC2=CC=C(O)C(OC)=C2)=CC=C1O
CN(C)CC1=CNC2=CC=CC=C12,CN(C)CC1=CNC2=CC=CC=C12
CC1=CC=C(C(C)C)C=C1O,CC1=CC=C(C(C)C)C=C1O
CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C
CC(C)=CCC1=C(O)C=C2OC3=CC(O)=C(O)C(CC=C(C)C)=C3C(=O)C2=C1O,CC(C)=CCC1=C(O)C=C2OC3=CC(O)=C(O)C(CC=C(C)C)=C3C(=O)C2=C1O
COC(=O)C1=COC(O)C2C(CO)=CCC12,COC(=O)C1=COC(O)C2C(CO)=CCC12
CC1=CCC(O)(C(C)C)CC1,CC1=CCC(O)(C(C)C)CC1
CC(C)(O)C(O)CCC(CO)C1CCC2(C)C3=C(CC(O)C12C)C1(C)CC(O)C(O)C(C)(C)C1CC3,CC(C)(O)C(O)CCC(CO)C1CCC2(C)C3=C(CC(O)C12C)C1(C)CC(O)C(O)C(C)(C)C1CC3
CC=C1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OCCC1=CC=C(O)C(O)=C1,CC=C1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OCCC1=CC=C(O)C(O)=C1
C=CCC1=CC(OC)=C2OCOC2=C1,C=CCC1=CC(OC)=C2OCOC2=C1
CC(C)C(=O)C1=C2OC(C)(C)C=CC2=C2OC(=O)C=C(C3=CC=CC=C3)C2=C1O,CC(C)C(=O)C1=C2OC(C)(C)C=CC2=C2OC(=O)C=C(C3=CC=CC=C3)C2=C1O
C=C1C(=O)OC2CC3(C)CCCC(C)C3=CC12,C=C1C(=O)OC2CC3(C)CCCC(C)C3=CC12
CCC=CCC(O)C(O)C=CC(O)CCCCCCCC(=O)O,CCC=CCC(O)C(O)C=CC(O)CCCCCCCC(=O)O
CS(=O)CCCCCCCCN=C=S,CS(=O)CCCCCCCCN=C=S
C1=CNC=C1,C1=CNC=C1
O=C1C2=CC=CC=C2C(=O)C2=C(O)C=C(O)C=C12,O=C1C2=CC=CC=C2C(=O)C2=C(O)C=C(O)C=C12
CCC(C)C1NC(=O)C(C(C)=O)=C1O,CCC(C)C1NC(=O)C(C(C)=O)=C1O
C=CC(C)(O)CCC=C(C)C,C=CC(C)(O)CCC=C(C)C
CCCCC(CC)CCC(=O)O,CCCCC(CC)CCC(=O)O
CC1=CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(O)C1=O,CC1=CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(O)C1=O
C1=CC=C(CCCC2=CC=CC=N2)C=C1,C1=CC=C(CCCC2=CC=CC=N2)C=C1
CC(CCC1C(CO)=CC(=O)CC1(C)C)OC1OC(CO)C(O)C(O)C1O,CC(CCC1C(CO)=CC(=O)CC1(C)C)OC1OC(CO)C(O)C(O)C1O
CC(C)=C1CC2C(CCC2(C)O)C(C)(O)CC1=O,CC(C)=C1CC2C(CCC2(C)O)C(C)(O)CC1=O
NC1(C(=O)O)CC1,NC1(C(=O)O)CC1
CC1=C(OC2OC(COC(=O)CC(C)(O)CC(=O)O)C(O)C(O)C2O)C(=O)C=CO1,CC1=C(OC2OC(COC(=O)CC(C)(O)CC(=O)O)C(O)C(O)C2O)C(=O)C=CO1
COC1=CC=C2NC(=O)OC2=C1,COC1=CC=C2NC(=O)OC2=C1
CCC=CCC1C(=O)CCC1CC(=O)OC,CCC=CCC1C(=O)CCC1CC(=O)OC
CC1=NC(C)=C(C)N=C1C,CC1=NC(C)=C(C)N=C1C
COC1=CC2=C(C(=O)C3=C(CC=C(C)C)C(OC)=C(OC)C=C3O2)C(O)=C1CC=C(C)C,COC1=CC2=C(C(=O)C3=C(CC=C(C)C)C(OC)=C(OC)C=C3O2)C(O)=C1CC=C(C)C
O=C1C(C2=CC=C3OCOC3=C2)=COC2=CC(O)=CC=C12,O=C1C(C2=CC=C3OCOC3=C2)=COC2=CC(O)=CC=C12
O=C1C=C(C2=CC=CC=C2)OC2=CC(O)=CC(O)=C12,O=C1C=C(C2=CC=CC=C2)OC2=CC(O)=CC(O)=C12
COC1=CC(OC)=C2C(=O)C=C(C3=CC=CC=C3)OC2=C1,COC1=CC(OC)=C2C(=O)C=C(C3=CC=CC=C3)OC2=C1
O=C1CCC2=CC=CC=C2O1,O=C1CCC2=CC=CC=C2O1
OC1=CC=C2C(=C1)OCC1C3=CC4=C(C=C3OC21)OCO4,OC1=CC=C2C(=C1)OCC1C3=CC4=C(C=C3OC21)OCO4
